order_id,customer_id,book_id,order_date,quantity,total_amount
1895,328,126,2024-07-25,5,126.65
1896,378,137,2024-05-06,2,52.66
1897,4,78,2024-07-22,4,52.28
1898,149,212,2024-11-05,6,112.14
1899,379,484,2024-12-17,1,37.51
1900,361,484,2024-01-26,1,37.51
1901,17,223,2024-07-25,1,6.52
1902,217,463,2024-11-21,3,35.97
1903,366,499,2024-12-26,1,6.94
1904,433,370,2024-11-18,4,175.64
1905,388,313,2024-01-09,6,282.96
1906,425,320,2024-08-07,4,20.28
1907,87,398,2024-11-29,1,33.41
1908,50,372,2024-01-11,4,70.92
1909,207,110,2024-09-18,1,30.15
1910,17,12,2024-09-25,1,27.43
1911,433,372,2024-10-08,2,35.46
1912,5,133,2024-11-27,3,62.88
1913,280,230,2024-01-21,1,6.1
1914,478,366,2024-08-08,6,78.6
1915,317,180,2024-09-20,1,25.09
1916,303,366,2024-11-19,2,26.2
1917,112,422,2024-03-17,4,183.64
1918,104,42,2024-03-14,1,48.35
1919,188,40,2024-03-07,2,51.94
1920,65,447,2024-10-17,1,36.25
1921,290,375,2024-07-15,8,273.2
1922,278,365,2024-03-05,2,21.28
1923,280,356,2024-09-17,1,25.65
1924,356,472,2024-11-18,7,196.63
1925,356,293,2024-07-04,1,17.93
1926,8,156,2024-03-10,1,31.68
1927,132,25,2024-03-26,7,59.85
1928,288,2,2024-05-06,1,35.8
1929,270,294,2024-12-14,2,85.06
1930,258,428,2024-06-13,4,90.92
1931,224,390,2024-11-17,2,79.92
1932,53,410,2024-12-11,3,132.99
1933,66,174,2024-07-29,2,75.66
1934,60,331,2024-12-24,1,15.36
1935,26,288,2024-01-21,3,83.73
1936,420,296,2024-02-20,4,45.96
1937,259,258,2024-09-25,6,59.7
1938,58,141,2024-12-06,4,197.68
1939,182,44,2024-11-29,5,67.75
1940,295,442,2024-07-02,7,339.36
1941,389,163,2024-04-01,2,38.22
1942,16,147,2024-12-18,1,45.2
1943,95,348,2024-02-10,1,12.62
1944,126,153,2024-06-01,2,16.1
1945,375,193,2024-07-11,7,206.78
1946,155,253,2024-02-08,2,23.32
1947,115,163,2024-12-09,2,38.22
1948,317,468,2024-08-14,6,183.54
1949,347,127,2024-12-22,4,46.64
1950,94,229,2024-03-19,1,20.46
1951,6,277,2024-04-05,9,298.89
1952,451,232,2024-09-14,1,9.62
1953,196,335,2024-12-20,8,378.32
1954,410,307,2024-12-16,1,14.43
1955,110,300,2024-12-27,5,134.35
1956,472,36,2024-04-18,2,69.02
1957,455,144,2024-03-05,5,96.35
1958,289,453,2024-08-26,3,145.65
1959,205,140,2024-05-25,1,31.49
1960,44,9,2024-06-15,6,85.98
1961,260,3,2024-12-20,6,94.5
1962,288,391,2024-07-29,2,66.84
1963,72,276,2024-12-21,1,19.85
1964,280,181,2024-11-22,8,309.84
1965,48,430,2024-10-13,4,47.6
1966,356,480,2024-01-15,1,38.15
1967,54,349,2024-11-25,6,266.16
1968,148,414,2024-02-20,4,90.2
1969,380,144,2024-08-12,2,38.54
1970,131,421,2024-10-01,3,120.15
1971,301,88,2024-05-17,3,120.66
1972,477,90,2024-09-22,1,16.56
1973,487,439,2024-02-09,1,16.0
1974,13,497,2024-11-07,3,72.3
1975,209,2,2024-05-18,7,250.6
1976,493,222,2024-12-02,5,147.95
1977,238,254,2024-03-17,2,85.14
1978,141,143,2024-12-08,6,261.9
1979,112,172,2024-06-13,1,36.82
1980,228,354,2024-01-24,2,42.18
1981,44,160,2024-05-06,1,34.48
1982,13,304,2024-01-14,4,53.92
1983,457,243,2024-12-08,1,8.87
1984,366,407,2024-02-11,1,42.19
1985,53,321,2024-10-15,2,48.64
1986,380,194,2024-12-30,2,67.76
1987,115,471,2024-02-05,5,226.9
1988,115,53,2024-10-14,3,87.84
1989,81,50,2024-06-13,3,111.0
1990,58,233,2024-12-26,2,20.78
1991,347,174,2024-12-20,3,113.49
1992,44,301,2024-01-17,1,21.66
1993,112,464,2024-10-03,3,115.62
1994,270,372,2024-05-14,3,53.19
1995,115,66,2024-03-02,2,56.58
1996,107,160,2024-12-25,3,103.44
1997,26,309,2024-03-16,2,23.48
1998,303,30,2024-01-19,1,30.58
1999,133,177,2024-09-02,1,36.2
2000,72,175,2024-12-26,1,32.85
2001,297,437,2024-11-15,3,132.87
2002,44,84,2024-10-14,1,44.59
2003,377,472,2024-12-16,1,28.09
2004,386,123,2024-05-20,2,75.2
2005,11,106,2024-11-26,2,59.16
2006,72,184,2024-01-01,1,5.25
2007,379,23,2024-06-07,8,308.4
2008,230,369,2024-05-08,1,22.65
2009,13,91,2024-05-07,5,139.1
2010,303,195,2024-01-22,3,34.89
2011,433,234,2024-06-07,1,7.15
2012,160,450,2024-11-17,4,183.0
2013,112,99,2024-12-05,2,93.86
2014,466,472,2024-06-14,1,28.09
2015,453,405,2024-04-18,1,7.42
2016,280,436,2024-10-09,2,31.8
2017,378,402,2024-08-24,2,42.76
2018,43,385,2024-02-17,6,163.5
2019,233,92,2024-07-17,2,68.42
2020,305,243,2024-11-23,1,8.87
2021,380,107,2024-12-19,1,19.85
2022,350,157,2024-12-13,2,38.34
2023,8,131,2024-03-27,3,81.84
2024,364,181,2024-02-15,1,38.73
2025,142,231,2024-09-11,2,18.74
2026,410,196,2024-11-11,1,6.69
2027,107,462,2024-05-03,1,49.23
2028,378,403,2024-09-21,1,15.01
2029,380,280,2024-03-12,1,16.78
2030,185,98,2024-06-10,4,186.84
2031,423,468,2024-12-25,1,30.59
2032,86,485,2024-05-12,2,46.32
2033,349,390,2024-10-16,7,279.72
2034,302,243,2024-05-24,1,8.87
2035,225,175,2024-09-15,4,131.4
2036,120,108,2024-04-25,2,50.76
2037,45,157,2024-01-05,7,134.19
2038,311,174,2024-11-27,1,37.83
2039,412,154,2024-11-25,2,34.88
2040,303,79,2024-11-30,8,259.84
2041,496,444,2024-09-26,2,25.46
2042,403,198,2024-12-03,1,22.38
2043,433,48,2024-09-15,1,24.7
2044,287,14,2024-04-27,1,6.04
2045,15,120,2024-12-10,1,48.03
2046,363,6,2024-08-12,1,6.56
2047,457,67,2024-07-06,2,20.46
2048,15,67,2024-02-29,5,51.15
2049,257,82,2024-11-22,3,137.1
2050,220,142,2024-10-17,1,48.96
2051,76,310,2024-08-27,5,239.6
2052,293,236,2024-12-29,2,21.56
2053,214,178,2024-02-21,4,111.56
2054,16,213,2024-06-20,1,6.79
2055,35,467,2024-11-15,3,41.46
2056,141,123,2024-02-23,6,225.6
2057,196,342,2024-12-18,6,102.66
2058,300,211,2024-11-07,10,161.9
2059,347,259,2024-12-03,4,57.92
2060,302,260,2024-08-09,1,49.59
2061,226,196,2024-10-22,2,13.38
2062,58,129,2024-04-02,1,40.74
2063,233,249,2024-06-24,2,65.9
2064,169,72,2024-10-23,2,93.08
2065,58,311,2024-04-27,1,32.28
2066,16,40,2024-09-13,3,77.91
2067,107,92,2024-05-15,1,34.21
2068,178,357,2024-11-07,1,11.85
2069,347,200,2024-09-22,3,29.88
2070,18,393,2024-10-02,1,44.0
2071,53,9,2024-12-07,2,28.66
2072,115,113,2024-06-07,7,44.66
2073,16,371,2024-12-22,1,17.4
2074,493,288,2024-03-11,3,83.73
2075,146,62,2024-12-13,1,26.34
2076,82,335,2024-06-01,2,94.58
2077,60,333,2024-08-03,3,83.28
2078,148,393,2024-12-14,3,132.0
2079,485,88,2024-03-18,1,40.22
2080,46,348,2024-06-21,6,75.72
2081,289,436,2024-03-06,3,47.7
2082,195,196,2024-01-30,2,13.38
2083,58,120,2024-08-23,1,48.03
2084,147,388,2024-03-08,1,26.62
2085,189,104,2024-03-16,1,10.56
2086,181,379,2024-01-30,5,28.5
2087,141,267,2024-06-26,4,149.96
2088,13,118,2024-11-25,5,27.6
2089,126,465,2024-05-18,6,149.58
2090,294,312,2024-11-23,5,182.35
2091,328,34,2024-04-21,5,82.45
2092,303,481,2024-04-21,1,10.55
2093,15,121,2024-10-27,2,84.94
2094,131,126,2024-08-06,2,50.66
2095,194,496,2024-06-19,3,131.25
2096,379,204,2024-11-03,2,53.04
2097,159,390,2024-07-20,1,39.96
2098,29,219,2024-08-25,5,104.5
2099,411,79,2024-12-20,3,97.44
2100,208,146,2024-07-10,2,29.0
2101,245,101,2024-02-05,1,48.49
2102,8,252,2024-01-17,2,25.24
2103,6,197,2024-07-24,2,86.06
2104,380,472,2024-10-14,1,28.09
2105,166,491,2024-04-25,1,14.87
2106,287,326,2024-11-17,3,45.45
2107,137,377,2024-10-30,1,39.79
2108,13,358,2024-12-12,3,21.54
2109,217,131,2024-10-31,1,27.28
2110,58,60,2024-11-06,4,140.56
2111,378,266,2024-12-13,6,199.74
2112,432,355,2024-04-14,2,16.2
2113,26,376,2024-10-13,2,58.52
2114,457,326,2024-11-03,3,45.45
2115,302,477,2024-11-09,4,110.84
2116,296,1,2024-01-06,1,21.34
2117,56,376,2024-07-14,2,58.52
2118,131,250,2024-04-05,1,12.65
2119,110,96,2024-08-27,1,12.55
2120,375,462,2024-11-07,5,246.15
2121,16,41,2024-12-04,1,43.09
2122,380,300,2024-05-11,1,26.87
2123,115,137,2024-11-01,4,105.32
2124,53,109,2024-10-02,2,17.08
2125,88,478,2024-10-31,2,70.92
2126,356,350,2024-10-11,6,190.02
2127,75,194,2024-11-12,3,101.64
2128,347,2,2024-12-26,2,71.6
2129,303,14,2024-11-29,3,18.12
2130,408,189,2024-05-23,2,27.3
2131,108,339,2024-12-17,1,43.51
2132,493,9,2024-12-27,3,42.99
2133,206,348,2024-12-24,2,25.24
2134,378,179,2024-07-20,2,96.42
2135,347,376,2024-12-22,2,58.52
2136,367,449,2024-11-28,3,120.51
2137,312,408,2024-08-05,1,10.07
2138,239,87,2024-12-28,6,209.04
2139,434,125,2024-08-18,1,32.41
2140,347,223,2024-10-03,10,65.2
2141,33,393,2024-12-11,1,44.0
2142,280,341,2024-11-29,1,19.59
2143,297,447,2024-11-03,1,36.25
2144,333,194,2024-12-03,6,203.28
2145,469,495,2024-11-21,5,101.55
2146,196,45,2024-05-04,1,25.49
2147,457,294,2024-10-07,2,85.06
2148,328,160,2024-12-19,1,34.48
2149,71,395,2024-12-14,2,68.1
2150,294,55,2024-11-17,2,54.64
2151,189,429,2024-08-05,1,42.58
2152,303,383,2024-03-10,3,126.51
2153,71,159,2024-11-20,2,72.42
2154,496,245,2024-05-28,3,48.18
2155,115,415,2024-06-13,2,59.02
2156,228,359,2024-04-24,4,112.76
2157,285,373,2024-11-28,2,78.18
2158,17,12,2024-10-28,2,54.86
2159,55,201,2024-11-12,1,37.25
2160,112,359,2024-05-30,5,140.95
2161,126,436,2024-03-25,7,111.3
2162,303,227,2024-10-19,3,114.51
2163,131,377,2024-03-07,3,119.37
2164,217,193,2024-12-04,7,206.78
2165,126,50,2024-12-30,2,74.0
2166,357,333,2024-12-04,2,55.52
2167,86,126,2024-03-24,1,25.33
2168,16,335,2024-08-23,4,189.16
2169,53,399,2024-12-22,2,28.68
2170,184,189,2024-07-21,1,13.65
2171,342,116,2024-03-21,1,41.82
2172,53,407,2024-09-09,3,126.57
2173,160,153,2024-12-23,3,24.15
2174,411,95,2024-02-28,2,99.06
2175,407,402,2024-07-27,5,106.9
2176,414,366,2024-09-19,5,65.5
2177,280,93,2024-11-07,5,87.15
2178,249,63,2024-01-15,1,22.38
2179,470,132,2024-10-03,5,102.3
2180,325,187,2024-12-17,8,183.84
2181,328,128,2024-12-22,2,48.08
2182,453,338,2024-09-26,2,20.34
2183,372,467,2024-08-11,9,124.38
2184,347,340,2024-09-07,5,249.9
2185,386,491,2024-04-10,1,14.87
2186,45,374,2024-10-09,3,72.78
2187,17,205,2024-05-13,2,11.66
2188,303,275,2024-11-23,1,25.83
2189,112,366,2024-05-21,2,26.2
2190,17,215,2024-12-20,5,125.8
2191,13,494,2024-11-13,3,19.98
2192,437,209,2024-03-04,1,48.67
2193,410,75,2024-07-11,5,235.55
2194,294,194,2024-01-13,7,237.16
2195,433,302,2024-03-17,5,143.35
2196,491,444,2024-09-23,1,12.73
2197,16,163,2024-02-02,7,133.77
2198,397,283,2024-06-24,3,51.0
2199,375,5,2024-08-05,3,32.85
2200,21,291,2024-10-05,4,31.08
2201,408,348,2024-11-12,3,37.86
2202,242,258,2024-04-12,1,9.95
2203,123,157,2024-09-23,3,57.51
2204,249,433,2024-06-25,1,22.09
2205,17,295,2024-11-03,1,28.66
2206,58,493,2024-09-16,7,196.56
2207,267,255,2024-12-05,2,49.02
2208,280,208,2024-12-23,1,25.0
2209,139,360,2024-12-01,2,98.68
2210,389,351,2024-12-22,3,104.94
2211,374,463,2024-12-22,1,11.99
2212,198,488,2024-12-17,1,49.15
2213,444,468,2024-04-04,3,91.77
2214,280,149,2024-12-28,1,17.09
2215,484,202,2024-04-24,1,12.26
2216,357,423,2024-12-21,6,153.78
2217,286,30,2024-12-28,2,61.16
2218,347,3,2024-06-12,2,31.5
2219,347,221,2024-07-01,2,49.62
2220,102,64,2024-09-05,6,144.6
2221,228,241,2024-11-09,2,28.12
2222,407,416,2024-07-06,1,49.1
2223,17,72,2024-10-15,2,93.08
2224,272,57,2024-06-28,1,23.59
2225,297,462,2024-07-24,1,49.23
2226,88,61,2024-12-31,2,82.1
2227,45,167,2024-11-23,4,144.08
2228,47,68,2024-07-24,1,29.55
2229,333,257,2024-01-05,1,21.14
2230,333,220,2024-02-27,8,132.08
2231,54,249,2024-07-10,1,32.95
2232,346,96,2024-10-24,1,12.55
2233,4,342,2024-12-23,5,85.55
2234,347,359,2024-11-26,4,112.76
2235,217,118,2024-04-28,1,5.52
2236,303,219,2024-05-07,1,20.9
2237,95,269,2024-12-13,2,66.16
2238,142,246,2024-05-11,1,7.43
2239,121,187,2024-02-04,1,22.98
2240,141,94,2024-07-11,1,16.86
2241,207,242,2024-11-07,1,33.79
2242,295,187,2024-07-09,2,45.96
2243,445,395,2024-11-22,5,170.25
2244,391,310,2024-11-12,2,95.84
2245,378,455,2024-04-13,1,27.03
2246,112,99,2024-10-02,4,187.72
2247,333,155,2024-02-18,4,199.84
2248,217,23,2024-04-24,1,38.55
2249,465,500,2024-11-29,2,31.88
2250,166,35,2024-10-04,2,63.62
2251,13,86,2024-12-26,3,76.53
2252,479,32,2024-03-02,4,86.24
2253,305,351,2024-11-13,2,69.96
2254,342,197,2024-02-15,3,129.09
2255,48,2,2024-10-07,1,35.8
2256,351,234,2024-11-29,2,14.3
2257,377,152,2024-05-28,4,187.08
2258,401,122,2024-04-02,1,30.75
2259,45,139,2024-12-09,5,177.0
2260,110,274,2024-12-27,1,48.8
2261,206,43,2024-10-12,7,331.73
2262,97,460,2024-05-05,3,107.64
2263,58,422,2024-02-27,2,91.82
2264,58,276,2024-05-09,3,59.55
2265,347,370,2024-12-19,4,175.64
2266,442,106,2024-10-28,5,147.9
2267,66,80,2024-05-19,2,69.68
2268,266,48,2024-07-05,2,49.4
2269,112,292,2024-11-06,2,53.88
2270,393,84,2024-10-01,6,267.54
2271,72,74,2024-11-07,1,45.12
2272,347,371,2024-12-13,2,34.8
2273,347,194,2024-11-20,2,67.76
2274,141,68,2024-01-27,1,29.55
2275,58,406,2024-03-21,8,286.32
2276,444,437,2024-03-24,4,177.16
2277,182,418,2024-08-19,1,31.88
2278,424,355,2024-03-02,1,8.1
2279,347,279,2024-01-02,1,30.5
2280,328,468,2024-12-05,1,30.59
2281,56,116,2024-07-12,6,250.92
2282,457,252,2024-11-23,1,12.62
2283,54,183,2024-03-31,1,15.4
2284,378,459,2024-07-30,1,35.77
2285,48,348,2024-07-11,2,25.24
2286,56,179,2024-11-20,5,241.05
2287,187,416,2024-08-12,6,294.6
2288,217,399,2024-11-28,3,43.02
2289,264,418,2024-07-24,1,31.88
2290,303,47,2024-12-09,2,40.74
2291,71,254,2024-11-12,2,85.14
2292,163,71,2024-07-26,5,192.5
2293,439,255,2024-05-14,2,49.02
2294,35,43,2024-09-08,3,142.17
2295,377,360,2024-09-23,1,49.34
2296,58,186,2024-04-28,3,123.99
2297,462,185,2024-12-02,5,109.9
2298,223,74,2024-11-10,5,225.6
2299,466,108,2024-12-14,5,126.9
2300,303,194,2024-03-31,4,135.52
2301,347,340,2024-07-02,3,149.94
2302,380,76,2024-10-06,2,82.66
2303,117,77,2024-02-19,4,177.12
2304,325,241,2024-03-17,2,28.12
2305,58,147,2024-11-23,1,45.2
2306,16,258,2024-10-20,1,9.95
2307,210,284,2024-07-31,4,60.84
2308,228,217,2024-09-10,7,247.66
2309,280,381,2024-02-13,1,10.6
2310,463,310,2024-04-06,5,239.6
2311,89,424,2024-08-11,2,81.0
2312,112,139,2024-07-14,1,35.4
2313,163,15,2024-10-28,1,23.83
2314,58,388,2024-03-07,6,159.72
2315,380,124,2024-04-30,1,27.1
2316,276,24,2024-09-19,1,32.74
2317,54,491,2024-06-12,2,29.74
2318,311,499,2024-11-24,1,6.94
2319,327,52,2024-06-29,2,33.06
2320,30,245,2024-01-26,3,48.18
2321,231,41,2024-06-05,6,258.54
2322,386,414,2024-11-29,3,67.65
2323,359,374,2024-11-17,3,72.78
2324,45,174,2024-11-15,1,37.83
2325,42,123,2024-12-02,1,37.6
2326,481,322,2024-02-05,10,264.9
2327,26,281,2024-01-25,5,81.7
2328,53,233,2024-12-16,2,20.78
2329,39,181,2024-04-09,1,38.73
2330,254,132,2024-11-09,4,81.84
2331,280,498,2024-12-31,3,32.64
2332,98,439,2024-12-13,3,48.0
2333,249,192,2024-08-17,1,48.37
2334,141,318,2024-08-29,8,320.88
2335,467,5,2024-11-23,1,10.95
2336,76,438,2024-07-19,1,33.39
2337,462,239,2024-08-03,2,89.02
2338,378,93,2024-11-04,4,69.72
2339,159,103,2024-12-25,2,86.5
2340,282,109,2024-06-20,4,34.16
2341,427,80,2024-05-02,7,243.88
2342,380,308,2024-04-19,4,83.0
2343,151,243,2024-11-26,1,8.87
2344,135,139,2024-01-25,1,35.4
2345,89,42,2024-03-09,1,48.35
2346,386,343,2024-12-17,6,258.18
2347,147,176,2024-02-29,8,128.88
2348,271,244,2024-04-14,2,14.74
2349,311,468,2024-12-14,3,91.77
2350,272,40,2024-01-26,4,103.88
2351,289,8,2024-03-22,1,48.99
2352,289,59,2024-03-28,4,104.0
2353,328,231,2024-05-24,7,65.59
2354,53,19,2024-10-21,1,11.31
2355,16,308,2024-07-18,2,41.5
2356,58,190,2024-12-22,5,191.8
2357,280,359,2024-12-17,2,56.38
2358,198,425,2024-07-12,2,48.46
2359,48,235,2024-11-04,2,31.32
2360,165,196,2024-10-18,1,6.69
2361,207,360,2024-11-21,3,148.02
2362,347,46,2024-12-03,3,99.51
2363,426,52,2024-07-16,3,49.59
2364,196,437,2024-11-22,2,88.58
2365,457,101,2024-08-13,5,242.45
2366,233,212,2024-06-26,6,112.14
2367,328,482,2024-11-13,2,63.92
2368,187,158,2024-05-29,5,123.45
2369,328,461,2024-07-08,6,57.6
2370,8,431,2024-01-26,5,97.4
2371,16,492,2024-10-11,3,132.21
2372,112,316,2024-09-13,3,26.43
2373,149,66,2024-11-19,7,198.03
2374,289,265,2024-11-13,1,46.6
2375,329,61,2024-11-05,3,123.15
2376,230,429,2024-12-21,3,127.74
2377,13,224,2024-04-03,1,42.15
2378,424,472,2024-03-20,8,224.72
2379,45,233,2024-01-24,3,31.17
2380,294,153,2024-04-21,1,8.05
2381,20,395,2024-11-26,1,34.05
2382,13,327,2024-02-05,9,192.6
2383,280,55,2024-03-30,1,27.32
2384,304,433,2024-04-03,2,44.18
2385,13,212,2024-07-16,1,18.69
2386,127,193,2024-02-22,6,177.24
2387,48,153,2024-08-06,1,8.05
2388,380,61,2024-09-20,8,328.4
2389,430,3,2024-08-20,1,15.75
2390,380,275,2024-12-07,1,25.83
2391,39,59,2024-03-28,6,156.0
2392,280,138,2024-03-03,1,24.77
2393,443,334,2024-02-23,1,35.68
2394,78,473,2024-08-17,1,30.26
2395,54,493,2024-11-29,2,56.16
2396,17,407,2024-11-10,1,42.19
2397,136,306,2024-07-15,4,175.68
2398,32,220,2024-10-20,1,16.51
2399,115,231,2024-12-27,1,9.37
2400,100,151,2024-09-19,3,101.61
2401,198,204,2024-12-17,1,26.52
2402,112,184,2024-06-26,1,5.25
2403,249,63,2024-07-05,1,22.38
2404,236,291,2024-11-07,4,31.08
2405,207,309,2024-09-13,1,11.74
2406,72,294,2024-09-23,6,255.18
2407,71,102,2024-11-11,1,40.22
2408,130,62,2024-08-09,1,26.34
2409,155,296,2024-06-13,1,11.49
2410,328,467,2024-11-19,2,27.64
2411,401,471,2024-12-02,2,90.76
2412,53,425,2024-01-16,5,121.15
2413,474,205,2024-05-25,1,5.83
2414,62,153,2024-08-02,3,24.15
2415,280,432,2024-12-31,2,17.68
2416,58,72,2024-01-02,1,46.54
2417,228,88,2024-11-14,1,40.22
2418,411,3,2024-11-27,7,110.25
2419,141,57,2024-05-26,1,23.59
2420,23,139,2024-05-23,3,106.2
2421,280,164,2024-10-04,5,209.15
2422,108,327,2024-12-31,2,42.8
2423,263,339,2024-09-19,2,87.02
2424,228,48,2024-11-16,1,24.7
2425,466,338,2024-02-18,3,30.51
2426,304,31,2024-11-03,1,21.23
2427,112,250,2024-08-13,1,12.65
2428,353,440,2024-10-17,2,54.84
2429,217,435,2024-11-21,2,55.52
2430,37,500,2024-04-12,2,31.88
2431,112,36,2024-04-13,1,34.51
2432,347,76,2024-06-28,2,82.66
2433,224,96,2024-03-01,1,12.55
2434,187,61,2024-09-12,6,246.3
2435,69,258,2024-07-05,2,19.9
2436,347,26,2024-08-12,3,63.15
2437,112,207,2024-07-10,1,6.67
2438,159,56,2024-10-17,3,23.61
2439,457,28,2024-12-08,6,225.06
2440,347,142,2024-05-18,1,48.96
2441,61,52,2024-11-13,1,16.53
2442,15,88,2024-11-16,4,160.88
2443,56,376,2024-05-20,1,29.26
2444,261,379,2024-12-20,2,11.4
2445,72,86,2024-05-11,1,25.51
2446,256,220,2024-03-01,2,33.02
2447,16,348,2024-05-03,4,50.48
2448,328,251,2024-06-16,5,44.35
2449,481,349,2024-01-01,10,443.6
2450,217,397,2024-09-06,1,28.15
2451,292,377,2024-11-15,2,79.58
2452,39,235,2024-11-09,1,15.66
2453,362,397,2024-11-29,3,84.45
2454,457,139,2024-12-16,3,106.2
2455,377,338,2024-01-14,10,101.7
2456,153,185,2024-01-19,1,21.98
2457,457,495,2024-12-13,1,20.31
2458,197,491,2024-09-30,5,74.35
2459,297,201,2024-12-12,3,111.75
2460,141,297,2024-05-07,2,71.3
2461,211,291,2024-10-14,8,62.16
2462,314,475,2024-05-01,3,143.28
2463,196,320,2024-03-31,3,15.21
2464,453,8,2024-08-03,2,97.98
2465,126,251,2024-12-04,2,17.74
2466,126,129,2024-11-01,1,40.74
2467,467,80,2024-11-17,7,243.88
2468,131,222,2024-03-24,3,88.77
2469,311,128,2024-04-16,5,120.2
2470,347,458,2024-07-31,1,37.28
2471,165,348,2024-06-19,5,63.1
2472,272,129,2024-03-25,1,40.74
2473,189,291,2024-06-03,6,46.62
2474,167,50,2024-04-26,1,37.0
2475,107,240,2024-06-30,2,99.8
2476,13,468,2024-12-15,3,91.77
2477,303,315,2024-07-25,6,257.4
2478,45,318,2024-10-12,2,80.22
2479,61,65,2024-06-25,2,45.4
2480,362,236,2024-11-28,5,53.9
2481,347,171,2024-05-21,3,96.45
2482,297,443,2024-09-23,1,44.05
2483,126,360,2024-11-24,1,49.34
2484,45,115,2024-11-16,6,168.72
2485,393,369,2024-03-21,9,203.85
2486,272,59,2024-08-23,1,26.0
2487,53,127,2024-12-17,1,11.66
2488,52,29,2024-12-15,6,186.72
2489,317,431,2024-08-06,5,97.4
2490,280,222,2024-10-15,1,29.59
2491,434,88,2024-03-24,2,80.44
2492,196,149,2024-04-16,3,51.27
2493,185,201,2024-08-22,2,74.5
2494,139,76,2024-08-27,1,41.33
2495,148,18,2024-09-01,3,118.41
2496,311,493,2024-10-02,1,28.08
2497,17,184,2024-08-01,2,10.5
2498,382,200,2024-04-29,2,19.92
2499,472,174,2024-03-21,2,75.66
2500,148,473,2024-03-26,2,60.52
2501,251,311,2024-10-13,3,96.84
2502,383,133,2024-12-25,1,20.96
2503,85,35,2024-12-12,1,31.81
2504,347,256,2024-03-04,7,258.02
2505,155,54,2024-11-25,6,268.68
2506,128,473,2024-12-25,1,30.26
2507,72,227,2024-03-28,4,152.68
2508,16,165,2024-12-30,1,32.1
2509,496,285,2024-03-21,1,27.65
2510,228,104,2024-07-10,4,42.24
2511,112,45,2024-09-26,3,76.47
2512,380,415,2024-11-07,1,29.51
2513,430,443,2024-11-19,1,44.05
2514,389,255,2024-11-30,1,24.51
2515,198,183,2024-12-17,3,46.2
2516,171,219,2024-03-03,3,62.7
2517,361,153,2024-09-05,1,8.05
2518,297,12,2024-02-18,1,27.43
2519,51,361,2024-12-09,2,79.5
2520,72,274,2024-03-10,3,146.4
2521,393,205,2024-12-17,3,17.49
2522,248,480,2024-12-19,6,228.9
2523,132,134,2024-01-11,1,35.72
2524,431,419,2024-02-07,4,37.12
2525,115,121,2024-11-29,2,84.94
2526,380,178,2024-09-20,9,251.01
2527,378,455,2024-10-20,3,81.09
2528,347,19,2024-05-02,2,22.62
2529,148,401,2024-06-16,5,158.6
2530,13,397,2024-01-02,4,112.6
2531,58,283,2024-10-13,2,34.0
2532,151,360,2024-07-05,2,98.68
2533,27,181,2024-07-29,1,38.73
2534,53,302,2024-02-08,1,28.67
2535,407,291,2024-11-26,1,7.77
2536,126,40,2024-12-08,1,25.97
2537,462,309,2024-05-11,3,35.22
2538,73,246,2024-06-20,3,22.29
2539,15,254,2024-02-18,4,170.28
2540,377,228,2024-12-28,4,123.0
2541,466,270,2024-11-10,6,79.02
2542,126,178,2024-09-04,6,167.34
2543,378,105,2024-10-09,6,180.12
2544,447,108,2024-09-10,1,25.38
2545,317,358,2024-11-02,2,14.36
2546,314,429,2024-12-01,1,42.58
2547,378,31,2024-07-27,1,21.23
2548,31,197,2024-08-28,2,86.06
2549,153,273,2024-07-22,1,12.43
2550,13,466,2024-09-12,3,111.51
2551,230,415,2024-12-30,4,118.04
2552,160,444,2024-01-24,2,25.46
2553,457,284,2024-11-02,2,30.42
2554,404,238,2024-11-28,2,97.94
2555,17,492,2024-11-09,2,88.14
2556,58,144,2024-12-05,4,77.08
2557,422,152,2024-02-08,2,93.54
2558,121,338,2024-10-12,1,10.17
2559,280,158,2024-11-01,3,74.07
2560,181,237,2024-05-06,1,40.43
2561,268,327,2024-01-12,5,107.0
2562,185,460,2024-02-03,3,107.64
2563,375,393,2024-02-06,4,176.0
2564,16,76,2024-08-08,5,206.65
2565,380,95,2024-05-21,3,148.59
2566,448,368,2024-09-02,1,44.6
2567,58,348,2024-12-09,5,63.1
2568,317,180,2024-09-02,1,25.09
2569,155,105,2024-03-03,2,60.04
2570,72,329,2024-12-14,2,76.98
2571,379,172,2024-01-20,8,294.56
2572,453,319,2024-07-31,1,42.61
2573,13,55,2024-06-05,3,81.96
2574,339,402,2024-09-25,3,64.14
2575,380,337,2024-04-27,4,137.12
2576,72,491,2024-12-03,7,104.09
2577,436,376,2024-08-19,2,58.52
2578,126,311,2024-12-17,2,64.56
2579,112,429,2024-08-09,3,127.74
2580,379,119,2024-06-26,2,99.76
2581,184,376,2024-03-08,7,204.82
2582,332,40,2024-02-18,6,155.82
2583,124,118,2024-10-15,3,16.56
2584,466,398,2024-03-18,6,200.46
2585,230,408,2024-11-20,1,10.07
2586,331,76,2024-02-14,3,123.99
2587,48,449,2024-11-29,2,80.34
2588,450,365,2024-07-25,7,74.48
2589,154,13,2024-03-02,3,42.12
2590,392,471,2024-03-28,2,90.76
2591,456,124,2024-03-23,4,108.4
2592,444,303,2024-12-29,3,19.71
